analysis_id,analysis_label,set_id,entry_setting,test_type,timepoint_months,overlap_cluster,include_pool,decision_note,effect_key,study_id,year,data_level,stage,estimand,numerator,denominator,proportion,complement,pooling_stratum,pool,notes,source_location,url,source_type,study_year,country,design,base_population,synthesis_status,main_bias_limitation,study_label
S3_TEST_POSITIVE_TO_SHUNT,Positive prognostic test to shunt,primary,Clinical iNPH protocol cohort,ELD,NA,VCU,TRUE,Positive ELD denominator,MARMAROU2005||E3||Shunt receipt among ELD-positive patients,MARMAROU2005,2005,Patients,E3,Shunt receipt among ELD-positive patients,84,100,0.84,0.16000000000000003,Treatment after positive test,Yes,Sixteen positive patients were not shunted,Results,https://doi.org/10.3171/jns.2005.102.6.0987,reported,2005,USA,Prospective protocol cohort,Clinical iNPH undergoing ELD-based evaluation,Include,Test-negative verification was selected; preferences influenced surgery,MARMAROU2005 (2005)
S3_TEST_POSITIVE_TO_SHUNT,Positive prognostic test to shunt,broad_treatment,Consecutive suspected cohort,ELD,NA,NA,TRUE,Includes two initial ETV procedures and is not strictly shunt receipt,MAHR2016||E3||Neurosurgical treatment among test-positive patients,MAHR2016,2016,Patients,E3,Neurosurgical treatment among test-positive patients,33,33,1,0,Treatment after positive test,Yes,Thirty-one VP shunts and two initial ETV procedures,Results,https://doi.org/10.3171/2015.8.JNS151112,reported,2016,Germany,Consecutive observational cohort,Clinically suspected iNPH,Include,Six exclusions after enrollment; internal count/timepoint inconsistencies,MAHR2016 (2016)
S3_TEST_POSITIVE_TO_SHUNT,Positive prognostic test to shunt,within_study_alternative,Sequential tap-negative cohort,Infusion,NA,Kuopio,TRUE,Do not combine with the same-study tap-positive effect in one standard model,JUNKKARI2019||E3||Shunt receipt among infusion-test-positive,JUNKKARI2019,2019,Patients,E3,Shunt receipt among infusion-test-positive,34,37,0.918918918918919,0.08108108108108103,Treatment after positive test,Yes with overlap control,Three positive patients were not shunted,Figure 1,https://doi.org/10.1186/s12987-019-0142-9,reported,2019,Finland,Retrospective registry protocol cohort,Suspected iNPH referrals following Kuopio protocol,Include with overlap control,"Kuopio registry overlap; 88/341 excluded from research, mostly nonstandard gait assessment",JUNKKARI2019 (2019)
S4_RECOMMENDATION_TO_SHUNT,Surgical referral/recommendation to shunt,primary,Multidisciplinary implementation cohort,NA,NA,NA,TRUE,Recommendation-to-operation implementation,MOREL2026||E3||Shunt performed among patients with recommendation,MOREL2026,2026,Patients,E3,Shunt performed among patients with recommendation,16,27,0.5925925925925926,0.40740740740740744,Treatment after recommendation,Yes,"Eleven were waiting, declined or deteriorated; exact split not reported",Results,https://doi.org/10.1159/000553392,reported,2026,Switzerland,Consecutive implementation cohort,First multidisciplinary assessments,Include,Board and tap-test stages are not strictly serial; publication-stage waiting remains,MOREL2026 (2026)
S4_RECOMMENDATION_TO_SHUNT,Surgical referral/recommendation to shunt,primary,Probable iNPH after tap test,Tap test,NA,NA,TRUE,Five referred patients declined,BELZILE2026||E3||Shunt receipt among referred patients,BELZILE2026,2026,Patients,E3,Shunt receipt among referred patients,114,119,0.957983193277311,0.04201680672268904,Treatment after referral,Yes,Five referred patients declined surgery,Results,https://doi.org/10.1017/cjn.2026.10544,reported,2026,Canada,Retrospective clinical cohort,Probable iNPH after standardized tap test,Include,Referral decision based partly on post-test clinical judgment; postoperative attrition,BELZILE2026 (2026)
S4_RECOMMENDATION_TO_SHUNT,Surgical referral/recommendation to shunt,primary,Multidisciplinary NPH conference,Tap test,NA,HenryFord,TRUE,Positive/referred denominator,MACKI2020||E3||Shunt receipt among surgical referrals,MACKI2020,2020,Patients,E3,Shunt receipt among surgical referrals,86,102,0.8431372549019608,0.1568627450980392,Treatment after referral,Yes,Sixteen had not received shunt,Results,https://doi.org/10.1093/neuros/nyaa199,reported,2020,USA,Retrospective multidisciplinary cohort,NPH-conference presentations,Include,Some tap and ELD pathways overlap; source denominator reported as 328 and 330,MACKI2020 (2020)
S5_POSTSHUNT_RESPONSE_6_12M,Clinical response approximately 6-12 months after CSF diversion,primary,ELD-selected cohort,ELD,12,NA,TRUE,Twelve-month response,GALLINA2018||E6||Clinical response at 12 months among shunted,GALLINA2018,2018,Patients,E6,Clinical response at 12 months among shunted,60,68,0.8823529411764706,0.11764705882352944,Post-shunt response,Yes,Verification is selected because few ELD-negative patients were shunted,Results,https://doi.org/10.3171/2018.6.JNS18400,reported,2018,Italy,Retrospective consecutive cohort,Selected suspected iNPH undergoing 1-day ELD,Include,Only 6/24 test-negative patients were shunted; outcome verification is selected,GALLINA2018 (2018)
S5_POSTSHUNT_RESPONSE_6_12M,Clinical response approximately 6-12 months after CSF diversion,primary,Multidisciplinary referral clinic,NA,12,NA,TRUE,Twelve-month response,ALHUSAINI2024||E6||Response at 12 months among shunted,ALHUSAINI2024,2024,Patients,E6,Response at 12 months among shunted,36,41,0.8780487804878049,0.12195121951219512,Post-shunt response,Yes,Reported clinical responsiveness,Results,https://doi.org/10.3390/jcm13206135,reported,2024,USA,Prospective implementation cohort,New suspected NPH referrals,Include,No pre-protocol comparator; candidates include 3 secondary NPH,ALHUSAINI2024 (2024)
S5_POSTSHUNT_RESPONSE_6_12M,Clinical response approximately 6-12 months after CSF diversion,primary,Defined-catchment referral,NA,6,NA,TRUE,Six-month study-defined good outcome,MARTINLAEZ2016||E6||Good outcome at 6 months among shunted,MARTINLAEZ2016,2016,Patients,E6,Good outcome at 6 months among shunted,119,152,0.7828947368421053,0.2171052631578947,Post-shunt response,Yes,Study-defined good outcome,Results,https://doi.org/10.1016/j.wneu.2015.10.069,reported,2016,Spain,Prospective population referral cohort,Suspected NPH referrals in defined catchment,Include,Active referral reminders may increase ascertainment,MARTINLAEZ2016 (2016)
S5_POSTSHUNT_RESPONSE_6_12M,Clinical response approximately 6-12 months after CSF diversion,primary,Consecutive suspected cohort,ELD,12,NA,TRUE,Includes initial ETV in two patients; retain strict model only if treatment definition is accepted,MAHR2016||E6||Twelve-month improvement among treated test-positive patients,MAHR2016,2016,Patients,E6,Twelve-month improvement among treated test-positive patients,26,33,0.7878787878787878,0.21212121212121215,Post-treatment response - 12 months,Yes,Abstract also reports 29/33 for a different or unclear timepoint,Results,https://doi.org/10.3171/2015.8.JNS151112,reported,2016,Germany,Consecutive observational cohort,Clinically suspected iNPH,Include,Six exclusions after enrollment; internal count/timepoint inconsistencies,MAHR2016 (2016)
S5_POSTSHUNT_RESPONSE_6_12M,Clinical response approximately 6-12 months after CSF diversion,primary,Probable iNPH cohort,Tap test,6,NA,TRUE,Twenty-four-week mRS response,POUDEL2026||E6||At least one-point mRS improvement at 24 weeks among operated,POUDEL2026,2026,Patients,E6,At least one-point mRS improvement at 24 weeks among operated,15,24,0.625,0.375,Post-shunt response - 24 weeks,Yes,Short-term clinical outcome,Results/Table,https://doi.org/10.1016/j.prdoa.2026.100425,reported,2026,India,Prospective clinical cohort,Possible iNPH screened for probable iNPH,Include,Small single-center cohort and short follow-up; outcome-count inconsistency,POUDEL2026 (2026)
S5_POSTSHUNT_RESPONSE_6_12M,Clinical response approximately 6-12 months after CSF diversion,broad_time_unclear,Historical infusion cohort,Infusion,NA,NA,TRUE,Follow-up definition not harmonized with strict window,ANILE2010||E6||Clinical improvement among shunted patients,ANILE2010,2010,Patients,E6,Clinical improvement among shunted patients,84,96,0.875,0.125,Post-shunt response,Yes,"Group I 22/32, Group II 42/44, Group III 20/20",Results,https://doi.org/10.3171/2010.1.JNS091296,reported,2010,Italy,Historical clinical cohort,Clinical/imaging suspected iNPH undergoing intraventricular infusion,Include with era sensitivity,Selection thresholds and practice changed across three eras,ANILE2010 (2010)
S5_POSTSHUNT_RESPONSE_6_12M,Clinical response approximately 6-12 months after CSF diversion,broad_time_unclear,Memory clinic,NA,NA,NA,TRUE,Small followed subset and timepoint not harmonized,BECHAZEDDINE2001||E6||Improvement among followed shunted iNPH,BECHAZEDDINE2001,2001,Patients,E6,Improvement among followed shunted iNPH,8,11,0.7272727272727273,0.2727272727272727,Post-shunt response,Yes,Equivalent end-to-end favorable outcome was 8/71 suspected referrals,Results,https://doi.org/10.1046/j.1468-1331.2001.00291.x,reported,2001,Denmark,Multidisciplinary memory-clinic cohort,Consecutive memory-clinic patients,Include,Selected referral and historical diagnostic protocol; small diagnosed sample,BECHAZEDDINE2001 (2001)
S5_POSTSHUNT_RESPONSE_6_12M,Clinical response approximately 6-12 months after CSF diversion,broad_time_unclear,Probable iNPH after tap test,Tap test,NA,NA,TRUE,Outcome timepoint not yet harmonized,BELZILE2026||E6||Overall improvement among shunted patients with follow-up,BELZILE2026,2026,Patients,E6,Overall improvement among shunted patients with follow-up,85,94,0.9042553191489362,0.0957446808510638,Post-shunt response,Yes,Study-reported overall/definite improvement,Results,https://doi.org/10.1017/cjn.2026.10544,reported,2026,Canada,Retrospective clinical cohort,Probable iNPH after standardized tap test,Include,Referral decision based partly on post-test clinical judgment; postoperative attrition,BELZILE2026 (2026)
S5_POSTSHUNT_RESPONSE_6_12M,Clinical response approximately 6-12 months after CSF diversion,broad_time_unclear,Clinical iNPH protocol cohort,ELD,NA,VCU,TRUE,Outcome timepoint not yet harmonized,MARMAROU2005||E6||Clinical response among shunted patients,MARMAROU2005,2005,Patients,E6,Clinical response among shunted patients,80,102,0.7843137254901961,0.21568627450980393,Post-shunt response,Yes,Responses: 76/84 ELD-positive and 4/18 ELD-negative,Results,https://doi.org/10.3171/jns.2005.102.6.0987,reported,2005,USA,Prospective protocol cohort,Clinical iNPH undergoing ELD-based evaluation,Include,Test-negative verification was selected; preferences influenced surgery,MARMAROU2005 (2005)
S5_POSTSHUNT_RESPONSE_6_12M,Clinical response approximately 6-12 months after CSF diversion,broad_early,Defined-population referral registry,NA,3,Kuopio,TRUE,Two-to-three-month response; outside strict window,PYYKKO2018||E6||Positive response among shunted,PYYKKO2018,2018,Patients,E6,Positive response among shunted,229,269,0.8513011152416357,0.14869888475836435,Post-shunt response,Yes with overlap control,Any subjective or objective improvement at 2-3 months,Results,https://doi.org/10.1016/j.wneu.2018.01.107,reported,2018,Finland,Defined-population registry cohort,Possible iNPH referred to Kuopio,Include with overlap control,Potential overlap with other Kuopio registry publications,PYYKKO2018 (2018)
S5_POSTSHUNT_RESPONSE_6_12M,Clinical response approximately 6-12 months after CSF diversion,overlap_alternative,Protocol referral registry,NA,NA,Kuopio,TRUE,Alternative Kuopio outcome report,JUNKKARI2019||E6||Favorable clinical outcome among shunted with reported outcome,JUNKKARI2019,2019,Patients,E6,Favorable clinical outcome among shunted with reported outcome,150,176,0.8522727272727273,0.1477272727272727,Post-shunt response,Conditional/derived,Sum of prognostic-group numerators and denominators; one of 177 shunted lacked this outcome,Figure 1,https://doi.org/10.1186/s12987-019-0142-9,reported,2019,Finland,Retrospective registry protocol cohort,Suspected iNPH referrals following Kuopio protocol,Include with overlap control,"Kuopio registry overlap; 88/341 excluded from research, mostly nonstandard gait assessment",JUNKKARI2019 (2019)
